name	id	component_based	item_version	component_nbt_bytes
minecraft:sulfur_brick_slab	-1103	false	NONE	3
minecraft:andesite_slab	-893	false	NONE	3
minecraft:bubble_coral	-582	false	NONE	3
minecraft:cinnabar_brick_slab	-1120	false	NONE	3
minecraft:poplar_boat	769	false	NONE	3
minecraft:pale_oak_log	-995	false	NONE	3
minecraft:poplar_hanging_sign	-1130	false	NONE	3
minecraft:poplar_slab	-1135	false	NONE	3
minecraft:chiseled_sandstone	-944	false	NONE	3
minecraft:straw_bed	772	false	NONE	3
minecraft:netherite_block	-270	false	NONE	3
minecraft:blue_cushion	774	false	NONE	3
minecraft:nether_wart_block	214	false	NONE	3
minecraft:element_116	-127	false	NONE	3
minecraft:cyan_cushion	776	false	NONE	3
minecraft:crimson_roots	-223	false	NONE	3
minecraft:green_cushion	778	false	NONE	3
minecraft:light_gray_cushion	780	false	NONE	3
minecraft:yellow_concrete_powder	-712	false	NONE	3
minecraft:lime_cushion	781	false	NONE	3
minecraft:magenta_cushion	782	false	NONE	3
minecraft:waxed_exposed_cut_copper_stairs	-359	false	NONE	3
minecraft:element_96	-107	false	NONE	3
minecraft:orange_cushion	783	false	NONE	3
minecraft:spruce_trapdoor	-149	false	NONE	3
minecraft:firefly_bush	-1025	false	NONE	3
minecraft:light_gray_concrete_powder	-716	false	NONE	3
minecraft:yellow_cushion	788	false	NONE	3
minecraft:music_disc_lava_chicken	834	true	NONE	3
minecraft:nether_brick_stairs	114	false	NONE	3
minecraft:white_wool	35	false	NONE	3
minecraft:magenta_wool	-565	false	NONE	3
minecraft:yellow_wool	-558	false	NONE	3
minecraft:lime_wool	-559	false	NONE	3
minecraft:infested_chiseled_stone_bricks	-862	false	NONE	3
minecraft:pink_wool	-566	false	NONE	3
minecraft:cyan_wool	-561	false	NONE	3
minecraft:stripped_warped_stem	-241	false	NONE	3
minecraft:infested_stone_bricks	-859	false	NONE	3
minecraft:element_18	-29	false	NONE	3
minecraft:blue_wool	-563	false	NONE	3
minecraft:red_wool	-556	false	NONE	3
minecraft:dark_prismarine_stairs	-3	false	NONE	3
minecraft:deepslate_brick_stairs	-393	false	NONE	3
minecraft:orange_carpet	-597	false	NONE	3
minecraft:element_30	-41	false	NONE	3
minecraft:bamboo_pressure_plate	-514	false	NONE	3
minecraft:hard_black_stained_glass	-702	false	NONE	3
minecraft:light_blue_carpet	-599	false	NONE	3
minecraft:gray_carpet	-603	false	NONE	3
minecraft:polished_sulfur	-1097	false	NONE	3
minecraft:light_gray_carpet	-604	false	NONE	3
minecraft:oak_log	17	false	NONE	3
minecraft:birch_log	-570	false	NONE	3
minecraft:jungle_log	-571	false	NONE	3
minecraft:log	791	false	NONE	3
minecraft:birch_fence	-576	false	NONE	3
minecraft:structure_block	252	false	NONE	3
minecraft:jungle_fence	-578	false	NONE	3
minecraft:dark_oak_fence	-577	false	NONE	3
minecraft:element_53	-64	false	NONE	3
minecraft:fence	792	false	NONE	3
minecraft:waxed_oxidized_double_cut_copper_slab	-450	false	NONE	3
minecraft:oxidized_copper_golem_statue	-1042	false	NONE	3
minecraft:stone_bricks	98	false	NONE	3
minecraft:poplar_trapdoor	-1139	false	NONE	3
minecraft:cracked_stone_bricks	-869	false	NONE	3
minecraft:poppy	38	false	NONE	3
minecraft:chiseled_stone_bricks	-870	false	NONE	3
minecraft:stonebrick	793	false	NONE	3
minecraft:tall_grass	-864	false	NONE	3
minecraft:pink_concrete	-633	false	NONE	3
minecraft:brain_coral_block	-849	false	NONE	3
minecraft:sandstone_double_slab	-878	false	NONE	3
minecraft:element_16	-27	false	NONE	3
minecraft:cyan_stained_glass_pane	-651	false	NONE	3
minecraft:horn_coral_block	-852	false	NONE	3
minecraft:dead_tube_coral_block	-853	false	NONE	3
minecraft:oxidized_copper_lantern	-1086	false	NONE	3
minecraft:dead_fire_coral_block	-856	false	NONE	3
minecraft:suspicious_sand	-529	false	NONE	3
minecraft:dead_horn_coral_block	-857	false	NONE	3
minecraft:lit_blast_furnace	-214	false	NONE	3
minecraft:bamboo_stairs	-512	false	NONE	3
minecraft:coral_block	794	false	NONE	3
minecraft:sandstone_slab	-872	false	NONE	3
minecraft:cobblestone_slab	-873	false	NONE	3
minecraft:nether_brick_slab	-877	false	NONE	3
minecraft:stone_block_slab	795	false	NONE	3
minecraft:leaves	806	false	NONE	3
minecraft:andesite_wall	-974	false	NONE	3
minecraft:prismarine_brick_slab	-887	false	NONE	3
minecraft:mossy_cobblestone_slab	-888	false	NONE	3
minecraft:smooth_sandstone_slab	-889	false	NONE	3
minecraft:stone_block_slab2	796	false	NONE	3
minecraft:leaves2	807	false	NONE	3
minecraft:smooth_red_sandstone_slab	-891	false	NONE	3
minecraft:polished_andesite_slab	-892	false	NONE	3
minecraft:lectern	-194	false	NONE	3
minecraft:dead_brain_coral	-586	false	NONE	3
minecraft:diorite_slab	-894	false	NONE	3
minecraft:prismarine_bricks	-948	false	NONE	3
minecraft:granite_slab	-896	false	NONE	3
minecraft:spruce_leaves	-800	false	NONE	3
minecraft:chiseled_polished_blackstone	-279	false	NONE	3
minecraft:stone_block_slab3	797	false	NONE	3
minecraft:birch_standing_sign	-186	false	NONE	3
minecraft:prismarine_wall	-981	false	NONE	3
minecraft:normal_stone_slab	-899	false	NONE	3
minecraft:cut_sandstone_slab	-900	false	NONE	3
minecraft:red_sandstone_double_slab	181	false	NONE	3
minecraft:prismarine_double_slab	-912	false	NONE	3
minecraft:dark_oak_sapling	-829	false	NONE	3
minecraft:waxed_cut_copper_stairs	-358	false	NONE	3
minecraft:red_nether_brick_double_slab	-917	false	NONE	3
minecraft:fern	-848	false	NONE	3
minecraft:end_stone_brick_double_slab	-167	false	NONE	3
minecraft:polished_andesite_double_slab	-919	false	NONE	3
minecraft:border_block	212	false	NONE	3
minecraft:polished_diorite_double_slab	-922	false	NONE	3
minecraft:granite_double_slab	-923	false	NONE	3
minecraft:element_10	-21	false	NONE	3
minecraft:polished_granite_double_slab	-924	false	NONE	3
minecraft:mossy_stone_brick_double_slab	-168	false	NONE	3
minecraft:smooth_quartz_double_slab	-925	false	NONE	3
minecraft:chiseled_sulfur	-1107	false	NONE	3
minecraft:dead_fire_coral	-588	false	NONE	3
minecraft:purple_stained_glass_pane	-652	false	NONE	3
minecraft:cut_sandstone_double_slab	-927	false	NONE	3
minecraft:dragon_egg	122	false	NONE	3
minecraft:cut_red_sandstone_double_slab	-928	false	NONE	3
minecraft:sweet_berry_bush	-207	false	NONE	3
minecraft:tube_coral_fan	-133	false	NONE	3
minecraft:bubble_coral_fan	-841	false	NONE	3
minecraft:horn_coral_fan	-843	false	NONE	3
minecraft:poplar_shelf	-1147	false	NONE	3
minecraft:nether_brick_wall	-979	false	NONE	3
minecraft:tinted_glass	-334	false	NONE	3
minecraft:large_amethyst_bud	-330	false	NONE	3
minecraft:coral_fan	803	false	NONE	3
minecraft:dead_brain_coral_fan	-844	false	NONE	3
minecraft:dead_bubble_coral_fan	-845	false	NONE	3
minecraft:crafter	-313	false	NONE	3
minecraft:redstone_torch	76	false	NONE	3
minecraft:element_79	-90	false	NONE	3
minecraft:polished_blackstone_button	-296	false	NONE	3
minecraft:sea_pickle	-156	false	NONE	3
minecraft:lily_of_the_valley	-839	false	NONE	3
minecraft:oak_sapling	6	false	NONE	3
minecraft:acacia_sapling	-828	false	NONE	3
minecraft:sapling	805	false	NONE	3
minecraft:oak_leaves	18	false	NONE	3
minecraft:jungle_leaves	-802	false	NONE	3
minecraft:dark_oak_leaves	-803	false	NONE	3
minecraft:azalea_leaves	-324	false	NONE	3
minecraft:soul_fire	-237	false	NONE	3
minecraft:azalea_leaves_flowered	-325	false	NONE	3
minecraft:sandstone	24	false	NONE	3
minecraft:smooth_sandstone	-946	false	NONE	3
minecraft:spruce_button	-144	false	NONE	3
minecraft:red_sandstone	179	false	NONE	3
minecraft:chiseled_red_sandstone	-956	false	NONE	3
minecraft:stripped_pale_oak_wood	-1004	false	NONE	3
minecraft:smooth_red_sandstone	-958	false	NONE	3
minecraft:element_0	36	false	NONE	3
minecraft:jungle_slab	-806	false	NONE	3
minecraft:acacia_slab	-807	false	NONE	3
minecraft:redstone_lamp	123	false	NONE	3
minecraft:dark_oak_slab	-808	false	NONE	3
minecraft:warped_roots	-224	false	NONE	3
minecraft:allium	-831	false	NONE	3
minecraft:lime_concrete	-632	false	NONE	3
minecraft:cornflower	-838	false	NONE	3
minecraft:polished_sulfur_double_slab	-1099	false	NONE	3
minecraft:large_fern	-865	false	NONE	3
minecraft:red_flower	811	false	NONE	3
minecraft:sunflower	175	false	NONE	3
minecraft:exposed_cut_copper	-348	false	NONE	3
minecraft:lilac	-863	false	NONE	3
minecraft:peony	-867	false	NONE	3
minecraft:daylight_detector	151	false	NONE	3
minecraft:snow_layer	78	false	NONE	3
minecraft:red_nether_brick_stairs	-184	false	NONE	3
minecraft:light_gray_shulker_box	-620	false	NONE	3
minecraft:gray_stained_glass	-679	false	NONE	3
minecraft:jungle_planks	-741	false	NONE	3
minecraft:element_98	-109	false	NONE	3
minecraft:light_blue_concrete_powder	-711	false	NONE	3
minecraft:acacia_planks	-742	false	NONE	3
minecraft:quartz_block	155	false	NONE	3
minecraft:quartz_pillar	-954	false	NONE	3
minecraft:deprecated_purpur_block_1	-950	false	NONE	3
minecraft:deprecated_purpur_block_2	-952	false	NONE	3
minecraft:sandstone_wall	-975	false	NONE	3
minecraft:stone_brick_wall	-977	false	NONE	3
minecraft:tube_coral	-131	false	NONE	3
minecraft:fire_coral	-583	false	NONE	3
minecraft:diamond_ore	56	false	NONE	3
minecraft:dead_tube_coral	-585	false	NONE	3
minecraft:small_amethyst_bud	-332	false	NONE	3
minecraft:dead_bubble_coral	-587	false	NONE	3
minecraft:soul_soil	-236	false	NONE	3
minecraft:acacia_pressure_plate	-150	false	NONE	3
minecraft:tallgrass	819	false	NONE	3
minecraft:mushroom_stem	-1008	false	NONE	3
minecraft:dark_oak_log	-572	false	NONE	3
minecraft:element_46	-57	false	NONE	3
minecraft:log2	820	false	NONE	3
minecraft:warped_fungus	-229	false	NONE	3
minecraft:end_portal_frame	120	false	NONE	3
minecraft:pale_hanging_moss	-1011	false	NONE	3
minecraft:anvil	145	false	NONE	3
minecraft:big_dripleaf	-323	false	NONE	3
minecraft:deprecated_anvil	-961	false	NONE	3
minecraft:infested_stone	97	false	NONE	3
minecraft:prismarine	168	false	NONE	3
minecraft:leaf_litter	-1026	false	NONE	3
minecraft:dark_prismarine	-947	false	NONE	3
minecraft:gray_concrete	-634	false	NONE	3
minecraft:light_gray_concrete	-635	false	NONE	3
minecraft:cyan_concrete	-636	false	NONE	3
minecraft:purple_concrete	-637	false	NONE	3
minecraft:element_56	-67	false	NONE	3
minecraft:brown_concrete	-639	false	NONE	3
minecraft:green_concrete	-640	false	NONE	3
minecraft:lime_candle	-418	false	NONE	3
minecraft:jungle_wood	-816	false	NONE	3
minecraft:red_concrete	-641	false	NONE	3
minecraft:black_concrete	-642	false	NONE	3
minecraft:pink_concrete_powder	-714	false	NONE	3
minecraft:purple_concrete_powder	-718	false	NONE	3
minecraft:blue_concrete_powder	-719	false	NONE	3
minecraft:green_concrete_powder	-721	false	NONE	3
minecraft:sulfur	-1092	false	NONE	3
minecraft:red_concrete_powder	-722	false	NONE	3
minecraft:black_concrete_powder	-723	false	NONE	3
minecraft:concrete_powder	825	false	NONE	3
minecraft:element_75	-86	false	NONE	3
minecraft:white_stained_glass	241	false	NONE	3
minecraft:yellow_stained_glass	-676	false	NONE	3
minecraft:item.hopper	154	false	NONE	3
minecraft:wood	829	false	NONE	3
minecraft:hard_magenta_stained_glass	-689	false	NONE	3
minecraft:mud_brick_double_slab	-479	false	NONE	3
minecraft:lime_stained_glass	-677	false	NONE	3
minecraft:pink_stained_glass	-678	false	NONE	3
minecraft:birch_button	-141	false	NONE	3
minecraft:deepslate_redstone_ore	-403	false	NONE	3
minecraft:reinforced_deepslate	-466	false	NONE	3
minecraft:black_stained_glass	-687	false	NONE	3
minecraft:white_stained_glass_pane	160	false	NONE	3
minecraft:orange_stained_glass_pane	-643	false	NONE	3
minecraft:magenta_stained_glass_pane	-644	false	NONE	3
minecraft:light_block	842	false	NONE	3
minecraft:light_blue_stained_glass_pane	-645	false	NONE	3
minecraft:end_crystal	849	false	NONE	3
minecraft:pink_stained_glass_pane	-648	false	NONE	3
minecraft:black_stained_glass_pane	-657	false	NONE	3
minecraft:undyed_shulker_box	205	false	NONE	3
minecraft:light_blue_shulker_box	-615	false	NONE	3
minecraft:hard_green_stained_glass_pane	-670	false	NONE	3
minecraft:lime_shulker_box	-617	false	NONE	3
minecraft:gray_shulker_box	-619	false	NONE	3
minecraft:deepslate_diamond_ore	-405	false	NONE	3
minecraft:purple_shulker_box	-622	false	NONE	3
minecraft:blue_shulker_box	-623	false	NONE	3
minecraft:pale_oak_standing_sign	-1001	false	NONE	3
minecraft:client_request_placeholder_block	-465	false	NONE	3
minecraft:element_17	-28	false	NONE	3
minecraft:green_shulker_box	-625	false	NONE	3
minecraft:red_shulker_box	-626	false	NONE	3
minecraft:red_sandstone_stairs	180	false	NONE	3
minecraft:black_shulker_box	-627	false	NONE	3
minecraft:carved_pumpkin	-155	false	NONE	3
minecraft:piston	33	false	NONE	3
minecraft:torchflower_crop	-567	false	NONE	3
minecraft:bamboo	-163	false	NONE	3
minecraft:observer	251	false	NONE	3
minecraft:scaffolding	-165	false	NONE	3
minecraft:grindstone	-195	false	NONE	3
minecraft:bell	-206	false	NONE	3
minecraft:oak_wood	-212	false	NONE	3
minecraft:birch_wood	-815	false	NONE	3
minecraft:dark_oak_wood	-818	false	NONE	3
minecraft:stripped_oak_wood	-819	false	NONE	3
minecraft:stripped_birch_wood	-821	false	NONE	3
minecraft:music_disc_creator	830	true	NONE	3
minecraft:stripped_dark_oak_wood	-824	false	NONE	3
minecraft:music_disc_precipice	832	true	NONE	3
minecraft:music_disc_tears	833	true	NONE	3
minecraft:material_reducer	-986	false	NONE	3
minecraft:lab_table	-988	false	NONE	3
minecraft:chemistry_table	836	false	NONE	3
minecraft:hard_white_stained_glass	254	false	NONE	3
minecraft:packed_ice	174	false	NONE	3
minecraft:hard_orange_stained_glass	-688	false	NONE	3
minecraft:cobbled_deepslate	-379	false	NONE	3
minecraft:hard_light_blue_stained_glass	-690	false	NONE	3
minecraft:hard_yellow_stained_glass	-691	false	NONE	3
minecraft:hard_lime_stained_glass	-692	false	NONE	3
minecraft:hard_gray_stained_glass	-694	false	NONE	3
minecraft:potent_sulfur	-1108	false	NONE	3
minecraft:hard_light_gray_stained_glass	-695	false	NONE	3
minecraft:hard_cyan_stained_glass	-696	false	NONE	3
minecraft:crimson_double_slab	-266	false	NONE	3
minecraft:hard_purple_stained_glass	-697	false	NONE	3
minecraft:hard_blue_stained_glass	-698	false	NONE	3
minecraft:hard_green_stained_glass	-700	false	NONE	3
minecraft:hard_white_stained_glass_pane	191	false	NONE	3
minecraft:hard_orange_stained_glass_pane	-658	false	NONE	3
minecraft:hard_magenta_stained_glass_pane	-659	false	NONE	3
minecraft:hard_light_blue_stained_glass_pane	-660	false	NONE	3
minecraft:hard_yellow_stained_glass_pane	-661	false	NONE	3
minecraft:hard_pink_stained_glass_pane	-663	false	NONE	3
minecraft:carrots	141	false	NONE	3
minecraft:hard_gray_stained_glass_pane	-664	false	NONE	3
minecraft:hard_light_gray_stained_glass_pane	-665	false	NONE	3
minecraft:hard_purple_stained_glass_pane	-667	false	NONE	3
minecraft:hard_blue_stained_glass_pane	-668	false	NONE	3
minecraft:hard_stained_glass_pane	839	false	NONE	3
minecraft:gravel	13	false	NONE	3
minecraft:colored_torch_red	202	false	NONE	3
minecraft:chiseled_tuff	-753	false	NONE	3
minecraft:colored_torch_green	-963	false	NONE	3
minecraft:poplar_fence_gate	-1129	false	NONE	3
minecraft:light_block_1	-929	false	NONE	3
minecraft:mangrove_shelf	-1053	false	NONE	3
minecraft:light_block_3	-931	false	NONE	3
minecraft:light_block_4	-932	false	NONE	3
minecraft:gray_candle_cake	-437	false	NONE	3
minecraft:light_block_5	-933	false	NONE	3
minecraft:light_block_6	-934	false	NONE	3
minecraft:moss_block	-320	false	NONE	3
minecraft:lightning_rod	-312	false	NONE	3
minecraft:light_block_7	-935	false	NONE	3
minecraft:deepslate_tile_double_slab	-398	false	NONE	3
minecraft:light_block_8	-936	false	NONE	3
minecraft:light_block_9	-937	false	NONE	3
minecraft:waxed_oxidized_copper_bars	-1073	false	NONE	3
minecraft:light_block_11	-939	false	NONE	3
minecraft:gold_block	41	false	NONE	3
minecraft:light_block_12	-940	false	NONE	3
minecraft:light_block_13	-941	false	NONE	3
minecraft:slime	165	false	NONE	3
minecraft:pumpkin	86	false	NONE	3
minecraft:crimson_slab	-264	false	NONE	3
minecraft:polished_sulfur_wall	-1101	false	NONE	3
minecraft:candle	-412	false	NONE	3
minecraft:orange_candle	-414	false	NONE	3
minecraft:fire	51	false	NONE	3
minecraft:pink_candle	-419	false	NONE	3
minecraft:gray_candle	-420	false	NONE	3
minecraft:black_candle_cake	-445	false	NONE	3
minecraft:light_gray_candle	-421	false	NONE	3
minecraft:cyan_candle	-422	false	NONE	3
minecraft:purple_candle	-423	false	NONE	3
minecraft:red_candle	-427	false	NONE	3
minecraft:polished_deepslate_wall	-386	false	NONE	3
minecraft:black_candle	-428	false	NONE	3
minecraft:element_5	-16	false	NONE	3
minecraft:element_6	-17	false	NONE	3
minecraft:diamond_block	57	false	NONE	3
minecraft:element_7	-18	false	NONE	3
minecraft:element_8	-19	false	NONE	3
minecraft:element_12	-23	false	NONE	3
minecraft:element_19	-30	false	NONE	3
minecraft:element_21	-32	false	NONE	3
minecraft:element_26	-37	false	NONE	3
minecraft:element_31	-42	false	NONE	3
minecraft:element_37	-48	false	NONE	3
minecraft:element_38	-49	false	NONE	3
minecraft:element_45	-56	false	NONE	3
minecraft:element_47	-58	false	NONE	3
minecraft:element_48	-59	false	NONE	3
minecraft:soul_sand	88	false	NONE	3
minecraft:element_49	-60	false	NONE	3
minecraft:element_54	-65	false	NONE	3
minecraft:element_55	-66	false	NONE	3
minecraft:crafting_table	58	false	NONE	3
minecraft:element_57	-68	false	NONE	3
minecraft:element_58	-69	false	NONE	3
minecraft:element_59	-70	false	NONE	3
minecraft:element_60	-71	false	NONE	3
minecraft:element_61	-72	false	NONE	3
minecraft:element_65	-76	false	NONE	3
minecraft:element_66	-77	false	NONE	3
minecraft:element_73	-84	false	NONE	3
minecraft:cobbled_deepslate_wall	-382	false	NONE	3
minecraft:element_76	-87	false	NONE	3
minecraft:weathered_copper_bars	-1068	false	NONE	3
minecraft:element_81	-92	false	NONE	3
minecraft:exposed_lightning_rod	-1059	false	NONE	3
minecraft:element_82	-93	false	NONE	3
minecraft:tuff_bricks	-754	false	NONE	3
minecraft:element_85	-96	false	NONE	3
minecraft:element_87	-98	false	NONE	3
minecraft:element_88	-99	false	NONE	3
minecraft:element_90	-101	false	NONE	3
minecraft:element_92	-103	false	NONE	3
minecraft:element_93	-104	false	NONE	3
minecraft:element_95	-106	false	NONE	3
minecraft:cactus	81	false	NONE	3
minecraft:element_99	-110	false	NONE	3
minecraft:element_101	-112	false	NONE	3
minecraft:element_107	-118	false	NONE	3
minecraft:element_108	-119	false	NONE	3
minecraft:element_110	-121	false	NONE	3
minecraft:poplar_wood	-1142	false	NONE	3
minecraft:element_111	-122	false	NONE	3
minecraft:element_112	-123	false	NONE	3
minecraft:warped_button	-261	false	NONE	3
minecraft:element_113	-124	false	NONE	3
minecraft:element_115	-126	false	NONE	3
minecraft:element_117	-128	false	NONE	3
minecraft:crying_obsidian	-289	false	NONE	3
minecraft:dye	846	false	NONE	3
minecraft:banner_pattern	847	false	NONE	3
minecraft:spawn_egg	848	false	NONE	3
minecraft:polished_basalt	-235	false	NONE	3
minecraft:nether_gold_ore	-288	false	NONE	3
minecraft:waxed_weathered_copper_chain	-1080	false	NONE	3
minecraft:waxed_weathered_copper_chest	-1037	false	NONE	3
minecraft:mangrove_trapdoor	-496	false	NONE	3
minecraft:piston_arm_collision	34	false	NONE	3
minecraft:waxed_oxidized_chiseled_copper	-766	false	NONE	3
minecraft:dark_oak_button	-142	false	NONE	3
minecraft:deepslate_copper_ore	-408	false	NONE	3
minecraft:target	-239	false	NONE	3
minecraft:blackstone_double_slab	-283	false	NONE	3
minecraft:poplar_button	-1126	false	NONE	3
minecraft:jungle_button	-143	false	NONE	3
minecraft:pale_oak_fence_gate	-992	false	NONE	3
minecraft:cherry_pressure_plate	-538	false	NONE	3
minecraft:crimson_wall_sign	-252	false	NONE	3
minecraft:cobbled_deepslate_stairs	-381	false	NONE	3
minecraft:item.glow_frame	-339	false	NONE	3
minecraft:hanging_roots	-319	false	NONE	3
minecraft:waxed_exposed_copper_chain	-1079	false	NONE	3
minecraft:calcite	-326	false	NONE	3
minecraft:pale_oak_pressure_plate	-997	false	NONE	3
minecraft:stripped_dark_oak_log	-9	false	NONE	3
minecraft:lime_glazed_terracotta	225	false	NONE	3
minecraft:trapdoor	96	false	NONE	3
minecraft:cactus_flower	-1030	false	NONE	3
minecraft:bamboo_planks	-510	false	NONE	3
minecraft:mossy_cobblestone	48	false	NONE	3
minecraft:deepslate	-378	false	NONE	3
minecraft:warped_standing_sign	-251	false	NONE	3
minecraft:polished_blackstone_brick_wall	-278	false	NONE	3
minecraft:pitcher_crop	-574	false	NONE	3
minecraft:warped_pressure_plate	-263	false	NONE	3
minecraft:oak_stairs	53	false	NONE	3
minecraft:end_bricks	206	false	NONE	3
minecraft:smooth_sandstone_stairs	-177	false	NONE	3
minecraft:packed_mud	-477	false	NONE	3
minecraft:light_blue_candle_cake	-433	false	NONE	3
minecraft:oxidized_lightning_rod	-1061	false	NONE	3
minecraft:amethyst_block	-327	false	NONE	3
minecraft:chiseled_bookshelf	-526	false	NONE	3
minecraft:iron_trapdoor	167	false	NONE	3
minecraft:waxed_weathered_chiseled_copper	-767	false	NONE	3
minecraft:noteblock	25	false	NONE	3
minecraft:mangrove_log	-484	false	NONE	3
minecraft:torchflower	-568	false	NONE	3
minecraft:copper_grate	-768	false	NONE	3
minecraft:powered_comparator	150	false	NONE	3
minecraft:warped_wall_sign	-253	false	NONE	3
minecraft:open_eyeblossom	-1018	false	NONE	3
minecraft:pale_oak_sapling	-1006	false	NONE	3
minecraft:mangrove_double_slab	-499	false	NONE	3
minecraft:waxed_exposed_copper_grate	-773	false	NONE	3
minecraft:oxidized_double_cut_copper_slab	-371	false	NONE	3
minecraft:waxed_copper_bars	-1070	false	NONE	3
minecraft:stone_button	77	false	NONE	3
minecraft:jungle_shelf	-1050	false	NONE	3
minecraft:exposed_double_cut_copper_slab	-369	false	NONE	3
minecraft:blue_glazed_terracotta	231	false	NONE	3
minecraft:bamboo_fence	-515	false	NONE	3
minecraft:hardened_clay	172	false	NONE	3
minecraft:stripped_jungle_log	-7	false	NONE	3
minecraft:polished_blackstone_double_slab	-294	false	NONE	3
minecraft:hard_glass_pane	190	false	NONE	3
minecraft:tuff_brick_wall	-758	false	NONE	3
minecraft:polished_blackstone_brick_double_slab	-285	false	NONE	3
minecraft:waxed_exposed_copper	-345	false	NONE	3
minecraft:waxed_weathered_copper	-346	false	NONE	3
minecraft:resin_brick_double_slab	-1015	false	NONE	3
minecraft:cyan_candle_cake	-439	false	NONE	3
minecraft:polished_tuff_wall	-752	false	NONE	3
minecraft:mud_brick_wall	-481	false	NONE	3
minecraft:honey_block	-220	false	NONE	3
minecraft:dripstone_block	-317	false	NONE	3
minecraft:cherry_trapdoor	-543	false	NONE	3
minecraft:gold_ore	14	false	NONE	3
minecraft:stonecutter	245	false	NONE	3
minecraft:poplar_standing_sign	-1138	false	NONE	3
minecraft:dried_ghast	-1027	false	NONE	3
minecraft:warped_planks	-243	false	NONE	3
minecraft:golden_rail	27	false	NONE	3
minecraft:invisible_bedrock	95	false	NONE	3
minecraft:oxidized_copper_bulb	-779	false	NONE	3
minecraft:deepslate_tile_stairs	-389	false	NONE	3
minecraft:oxidized_copper_bars	-1069	false	NONE	3
minecraft:orange_glazed_terracotta	221	false	NONE	3
minecraft:emerald_block	133	false	NONE	3
minecraft:heavy_weighted_pressure_plate	148	false	NONE	3
minecraft:underwater_torch	239	false	NONE	3
minecraft:wall_banner	177	false	NONE	3
minecraft:spruce_double_slab	-809	false	NONE	3
minecraft:ochre_froglight	-471	false	NONE	3
minecraft:cherry_stairs	-541	false	NONE	3
minecraft:tuff_wall	-747	false	NONE	3
minecraft:glowingobsidian	246	false	NONE	3
minecraft:brown_mushroom	39	false	NONE	3
minecraft:brown_glazed_terracotta	232	false	NONE	3
minecraft:exposed_copper_lantern	-1084	false	NONE	3
minecraft:waxed_copper_trapdoor	-796	false	NONE	3
minecraft:copper_trapdoor	-792	false	NONE	3
minecraft:waxed_exposed_copper_bars	-1071	false	NONE	3
minecraft:spruce_shelf	-1048	false	NONE	3
minecraft:moving_block	250	false	NONE	3
minecraft:oxidized_copper	-343	false	NONE	3
minecraft:copper_ore	-311	false	NONE	3
minecraft:birch_pressure_plate	-151	false	NONE	3
minecraft:polished_blackstone_brick_stairs	-275	false	NONE	3
minecraft:jungle_pressure_plate	-153	false	NONE	3
minecraft:green_candle_cake	-443	false	NONE	3
minecraft:stripped_bamboo_block	-528	false	NONE	3
minecraft:sculk_catalyst	-460	false	NONE	3
minecraft:waxed_lightning_rod	-1062	false	NONE	3
minecraft:warped_shelf	-1058	false	NONE	3
minecraft:copper_bars	-1066	false	NONE	3
minecraft:oak_double_slab	157	false	NONE	3
minecraft:brown_candle_cake	-442	false	NONE	3
minecraft:purpur_stairs	203	false	NONE	3
minecraft:acacia_wall_sign	-191	false	NONE	3
minecraft:light_weighted_pressure_plate	147	false	NONE	3
minecraft:polished_blackstone	-291	false	NONE	3
minecraft:mycelium	110	false	NONE	3
minecraft:pale_oak_planks	-996	false	NONE	3
minecraft:stone_stairs	67	false	NONE	3
minecraft:warped_stairs	-255	false	NONE	3
minecraft:weathered_copper_grate	-770	false	NONE	3
minecraft:copper_chest	-1031	false	NONE	3
minecraft:wooden_button	143	false	NONE	3
minecraft:pitcher_plant	-612	false	NONE	3
minecraft:spruce_pressure_plate	-154	false	NONE	3
minecraft:birch_fence_gate	184	false	NONE	3
minecraft:redstone_wire	55	false	NONE	3
minecraft:waxed_exposed_cut_copper	-352	false	NONE	3
minecraft:lava	11	false	NONE	3
minecraft:waxed_weathered_copper_lantern	-1089	false	NONE	3
minecraft:mangrove_pressure_plate	-490	false	NONE	3
minecraft:small_dripleaf_block	-336	false	NONE	3
minecraft:waxed_exposed_lightning_rod	-1063	false	NONE	3
minecraft:rail	66	false	NONE	3
minecraft:blackstone_wall	-277	false	NONE	3
minecraft:mossy_cobblestone_stairs	-179	false	NONE	3
minecraft:stripped_pale_oak_log	-994	false	NONE	3
minecraft:detector_rail	28	false	NONE	3
minecraft:brain_coral_wall_fan	-904	false	NONE	3
minecraft:darkoak_standing_sign	-192	false	NONE	3
minecraft:waxed_exposed_copper_golem_statue	-1044	false	NONE	3
minecraft:red_glazed_terracotta	234	false	NONE	3
minecraft:waxed_oxidized_copper_chest	-1038	false	NONE	3
minecraft:waxed_oxidized_copper_chain	-1081	false	NONE	3
minecraft:bamboo_mosaic_double_slab	-525	false	NONE	3
minecraft:structure_void	217	false	NONE	3
minecraft:sulfur_stairs	-1095	false	NONE	3
minecraft:acacia_button	-140	false	NONE	3
minecraft:snow	80	false	NONE	3
minecraft:mangrove_standing_sign	-494	false	NONE	3
minecraft:black_glazed_terracotta	235	false	NONE	3
minecraft:dark_oak_shelf	-1052	false	NONE	3
minecraft:lit_redstone_ore	74	false	NONE	3
minecraft:stripped_mangrove_wood	-498	false	NONE	3
